Make,Model,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,RiskScore
Lockheed,402-2,1.0,Non-Fatal,0.0,0.0,3.0,0.0,6.0
Beech,A36TC,1.0,Fatal(1),1.0,1.0,1.0,0.0,17.0
Globe,GC-1B,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Sikorsky,UH-19D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,A24-R,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,182Q,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,175,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,T210M,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,182J,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Grumman American,AA5B,1.0,Non-Fatal,0.0,0.0,4.0,0.0,8.0
American Eurocopter,AS350BA,1.0,Non-Fatal,0.0,0.0,4.0,3.0,8.0
Conn,Vans RV-4,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Aerotrike,DPS,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Aviat,A-1B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Ruminski,Ultra Pup,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,F-35,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-34-220T,2.0,Fatal(2),2.0,1.0,0.0,0.0,25.0
Pringle,Rans S-7 Courer,1.0,Non-Fatal,0.0,1.0,1.0,0.0,7.0
Mcilraith,Sea Rey,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Druckman,102,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bellanca,8GCBC,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Maule,MX-7-235,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Bell,47 G5,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Robinson,R22 Beta,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Stinson,108-3,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-46-310P,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Mooney,M20J,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,170B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,402 B,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Wohlers,Falco F.8L,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-34-200T,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Sikorsky,S-64E,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aerospatiale,AS350BA,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Beech,58,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Helio,H-391B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Eurocopter,EC120B,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Pzl,Wilga 104-80,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172S,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,150L,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Beech,BE-56TC,2.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,182Q,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Continental Copters,MK6B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18-160,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,206B,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,172M,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,208B,1.0,Non-Fatal,0.0,1.0,0.0,2.0,5.0
Hanks,Avid Flyer,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Aero Commander,S2R,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,172S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Davis,Zenair STOL 701,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Casa,2.111,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Archer,S-18T,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-34-220T,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,206,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Spiker Rotorway,162F,1.0,Incident,0.0,0.0,0.0,1.0,0.0
Cirrus Design Corp.,SR-20,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,172H,1.0,Non-Fatal,0.0,1.0,1.0,0.0,7.0
Ercoupe,415-D,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Mooney,M20C,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,150H,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Cessna,172S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Sikorsky,S-58ET,2.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-23-180,2.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Rolladen-schneider,LS-4,0.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,402C,2.0,Fatal(2),2.0,0.0,6.0,2.0,32.0
Maysmike,Pitts S1S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,401,2.0,Fatal(4),4.0,0.0,1.0,1.0,42.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,A188B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-20,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-18A,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Diamond Aircraft Industries,DA20-C1 Katana,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,47G-5,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Andelin (pitts),S1E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Great Lakes,2T-1A-2,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,F90,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mikoyan,MIG-15BIS,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aerostar,RX-8,0.0,Non-Fatal,0.0,0.0,0.0,10.0,0.0
Piper,PA-34-220T,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Ayres,S2R-G6,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Keuthan,Buccaneer II,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Allenberg,Swick BC 12-D,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Beech,A35,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,R172K,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Robinson,R44,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-18,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-34-200T,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,T210L,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Boeing,B777-222,2.0,Non-Fatal,0.0,1.0,0.0,269.0,5.0
Ayres Corporation,S2R-G10,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182P,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172S,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,172R,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,35-A33,1.0,Non-Fatal,0.0,1.0,3.0,0.0,11.0
Mooney,M20F,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Piper,PA-32R-301,1.0,Non-Fatal,0.0,0.0,0.0,6.0,0.0
Cessna,172H,1.0,Fatal(1),1.0,0.0,3.0,0.0,16.0
Cessna,185,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
"Rans, Inc.",S-10 Sakota/A,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,195,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Boeing,PT-17,1.0,Non-Fatal,0.0,0.0,6.0,0.0,12.0
Grumman American,AA-5B,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Wsk Pzl Mielec,PZL-M-18,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,4.0,0.0,0.0,20.0
Piper,PA-23-250,2.0,Non-Fatal,0.0,0.0,2.0,2.0,4.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,47G-2A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Enstrom,F-28C,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Robinson,R22-Beta,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Maule,M-4,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Sonerai,Sonerai IIB,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Thompson,Quickie Q2,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,T210N,1.0,Non-Fatal,0.0,0.0,5.0,0.0,10.0
Rockwell,S-2R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182S,1.0,Non-Fatal,0.0,0.0,0.0,5.0,0.0
Navion,L-17A,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Hughes,369D,1.0,Non-Fatal,0.0,0.0,1.0,2.0,2.0
Cessna,140,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-235,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,185,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Cessna,Citation 525,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,180C,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Grumman,G-164,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,A185F,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Robinson,R22 Beta,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Hawker,T Mk 7A,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Boeing,757-251,2.0,Non-Fatal,0.0,1.0,2.0,110.0,9.0
Cessna,182C,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Smith,MINIPLANE,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,206B,1.0,Fatal(5),5.0,0.0,0.0,0.0,50.0
Aerostar,S81A,0.0,Non-Fatal,0.0,2.0,8.0,2.0,26.0
Hughes,269C,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Hughes,269C,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beltram,Glasair-TD,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,V35B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Murch,Rotec Rally 3,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172H,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32R-301,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-25-235,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Aircraft Mfg & Dev. Co. (amd),CH2T,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Ference,Varieze,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Beech,C23,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Gulfstream American,AA-5A,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Kaman,K-1200,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Aero Commander,100,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Bollinger,RV-6A,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Air Tractor,AT-301,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Lancair,235,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,177,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,206L-3,1.0,Fatal(2),2.0,2.0,0.0,0.0,30.0
Mooney,M20C,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cessna,170B,1.0,Non-Fatal,0.0,0.0,2.0,1.0,4.0
Hogarty,LANCAIR IV P,1.0,Non-Fatal,0.0,0.0,1.0,2.0,2.0
Ullrich,Auriga FT,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Hughes,269C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Schleicher,ASW-24E,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Turkan,Delta Wing Kite Trik,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
American Champion (acac),8KCAB,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Champion,7GCBC,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Hughes,269C-1,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Aeronca,11AC,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,182H,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,M35,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,185,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,1.0,1.0,0.0,7.0
Bell,47G-2A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,BHT-206-B3,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Texas Helicopter,OH-13E-M74,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Hughes,269A,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Air Tractor,AT401B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Lancair,235,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Bell,222,2.0,Incident,0.0,0.0,0.0,4.0,0.0
Cessna,180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Stinson,108,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Stewart,Hummel Bird,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Beech,77,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,207,1.0,Non-Fatal,0.0,1.0,1.0,2.0,7.0
Taylorcraft,F-19,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
"Vans Aircraft, Inc.",RV-6T,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Degair,Lancair 360,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Boeing,717-200,2.0,Non-Fatal,0.0,0.0,0.0,118.0,0.0
Cessna,170,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mooney,M20B,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-31-310,2.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Piper,PA-28R-201T,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,19A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150L,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,J3C-65,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Rockwell International,S-2R,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Enstrom,F-28C,1.0,Non-Fatal,0.0,0.0,3.0,1.0,6.0
Gerlach,Skyraider II,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-34-200T,2.0,Fatal(2),2.0,2.0,0.0,0.0,30.0
Cessna,172M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Mcdonnell Douglas,MD-82,2.0,Non-Fatal,0.0,1.0,0.0,133.0,5.0
Young,Pietenpol Air Camper,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Taylorcraft,F19,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32-260,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Learjet,35A,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Wright,Hughes 1-B,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Bell,206B,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,402C,2.0,Incident,0.0,0.0,0.0,4.0,0.0
Cessna,182P,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-180,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Grumman,AA-5B,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,337F,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
North American,AT-6D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Texas Helicopter,OH-13E,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-18,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,185,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Airbus Industrie,A340-300,4.0,Non-Fatal,0.0,2.0,43.0,213.0,96.0
Cessna,172S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
R. I. Woods,Bushby Mustang II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Richardson,RV-6,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aviat,A-1A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Schulze,Lancair 360,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-38,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mcdonnell Douglas,DC-9-81,2.0,Non-Fatal,0.0,2.0,3.0,113.0,16.0
Cessna,150K,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,207A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,340A,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-32-300,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,182G,1.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Beech,V35-B,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Piper,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Lefever-paul,SKYBOLT,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-32-260,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,650,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Beech,35J,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,T210M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Weatherly,620A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Nicoson,Antares MA-33,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aviat,A-1B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,150G,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Raven,S-60A,0.0,Non-Fatal,0.0,1.0,0.0,5.0,5.0
Nolen,Kitfox Lite Squared,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aerospatiale,AS350D,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,170B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172L,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,206L-3,1.0,Fatal(3),3.0,1.0,1.0,0.0,37.0
Cessna,206,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,PA-25-235,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Bombardier,CL600-2B19,2.0,Incident,0.0,0.0,0.0,23.0,0.0
Air Tractor,AT-301,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Air Tractor,AT-502,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
De Havilland,DHC-2,1.0,Non-Fatal,0.0,0.0,0.0,5.0,0.0
Satterlee,Volksplane VP-1,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Avid,Magnum,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172RG,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Robinson,R22 Beta,1.0,Non-Fatal,0.0,1.0,2.0,0.0,9.0
Piper,PA-25-235,1.0,Non-Fatal,0.0,1.0,2.0,0.0,9.0
Beech,BE-36TC,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Luscombe,8E,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Let,L-13 Blanik,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172G,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Boeing,737-800,2.0,Non-Fatal,0.0,1.0,2.0,132.0,9.0
Holden,Pulsar,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,185,1.0,Non-Fatal,0.0,0.0,1.0,2.0,2.0
Aerofab Inc.,LAKE 250,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-12,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Reims Aviation,406,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Ercoupe,415-C,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Boeing,PT-17 Stearman,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Alon,A-2 (Aircoupe),1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Beech,400A,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,210D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
William Allen,MONI-1,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,170B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Airbus,A340-300,4.0,Incident,0.0,0.0,0.0,185.0,0.0
Piper,PA-28R-180,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,206B,1.0,Non-Fatal,0.0,0.0,3.0,0.0,6.0
Beech,1900D,2.0,Non-Fatal,0.0,0.0,0.0,12.0,0.0
Piper,PA-25,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,188A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,BE-76,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Ayres,S2R-G6,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Ayres,S2R-T660,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,J3C-65,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,230,2.0,Incident,0.0,0.0,0.0,3.0,0.0
Globe,GC-1B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-200R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Robinson,Robinson R22 Beta,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cessna,T188C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,170,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Boeing,A-75,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150F,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Luscombe,8A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,TH-13T,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-18-160,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aerospatiale,SA319B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-31,2.0,Fatal(2),2.0,1.0,0.0,0.0,25.0
Ercoupe,415-C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150C,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,195,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Air Tractor,AT-502B,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Staudacher,S-1000,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Young,Cozy MkIV,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Stinson,108-2,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Cloud-wag Aero,Sportsmen,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-181,1.0,Fatal(3),3.0,1.0,0.0,0.0,35.0
Cessna,172S,1.0,Fatal(3),3.0,1.0,0.0,0.0,35.0
Piper,PA-28-180,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,A185F,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Kucklick,Hiperbipe,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Velocity,RG,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bellanca,7KCAB,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Extra Flugzeugbau,EA200,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,140,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
